,pair_0,pair_1,min_dcor,p-value,condition
32,2,T,0.01526,0.0004,"('3', '4', '6', '7', '9', '10', '11', '12', '13', '15', '16', '17')"
33,3,4,0.00053,0.19118,"('1', '2', '5', '10', '11', '14', '16', '17', 'T')"
34,3,5,0.01329,0.0002,"('2', '10', '11', '12', '13', '16', '17', 'T')"
35,3,6,0.0,0.48335,"('1', '5', '9', '10', '11', '14', '16', '17', 'T')"
36,3,7,0.0,0.47425,"('1', '5', '8', '10', '12', '13', '15', '17', 'T')"
37,3,8,0.00013,0.31887,"('1', '2', '5', '10', '11', '12', '13', '14', '17', 'T')"
38,3,9,0.0,0.48725,"('5', '7', '11', '12', '16', '17')"
39,3,10,0.0,0.47765,"('2', '5', '6', '7', '8', '11', '12', '13', '14', '15', 'T')"
40,3,11,0.01722,0.0002,"('2', '5', '9', '10', '12', '13', '14', '16', '17', 'T')"
41,3,12,0.00244,0.0402,"('2', '5', '9', '10', '11', '16', '17', 'T')"
42,3,13,0.0,0.47755,"('9', '11', '12', '14', '15', '17')"
43,3,14,0.00053,0.18768,"('2', '5', '10', '11', '15', '16', '17', 'T')"
44,3,15,3e-05,0.39356,"('2', '5', '9', '11', '14', '16', 'T')"
45,3,16,0.00142,0.08549,"('2', '5', '7', '9', '10', '11', '12', '15', '17', 'T')"
46,3,17,0.01365,0.0003,"('1', '2', '5', '7', '10', '11', '12', '13', '16', 'T')"
47,3,T,0.01004,0.0006,"('2', '5', '9', '10', '11', '12', '13', '15', '16', '17')"
48,4,5,0.00219,0.0463,"('1', '2', '3', '10', '11', '16', '17', 'T')"
49,4,6,0.00493,0.0095,"('1', '2', '5', '7', '9', '10', '11', '14', '16', 'T')"
50,4,7,0.00016,0.30337,"('1', '2', '5', '6', '9', '10', '14', '16', '17', 'T')"
51,4,8,0.00031,0.24158,"('1', '2', '5', '7', '10', '11', '14', '17', 'T')"
52,4,9,0.00044,0.20518,"('1', '2', '5', '6', '7', '10', '11', '14', '16', '17', 'T')"
53,4,10,0.00398,0.0128,"('1', '2', '5', '6', '7', '9', '11', '14', '16', '17', 'T')"
54,4,11,0.00122,0.09959,"('2', '3', '5', '6', '9', '10', '12', '13', '14', '16', '17', 'T')"
55,4,12,0.0,0.48265,"('2', '3', '5', '7', '9', '10', '13', '14', '16', '17', 'T')"
56,4,13,0.0009,0.88631,"('1', '5', '16')"
57,4,14,0.00112,0.10289,"('1', '2', '3', '5', '6', '7', '10', '11', '15', '17', 'T')"
58,4,15,0.0,0.46725,"('2', '6', '12')"
59,4,16,0.00015,0.31177,"('2', '3', '5', '6', '7', '9', '10', '11', '12', '14', '15', '17', 'T')"
60,4,17,0.00559,0.0027,"('1', '2', '3', '5', '6', '7', '8', '9', '10', '11', '12', '14', '16', 'T')"
61,4,T,0.0044,0.0085,"('1', '2', '3', '5', '6', '7', '9', '10', '11', '12', '14', '16', '17')"
62,5,6,0.0,0.44876,"('10', '12', '13', '15', '16', 'T')"
63,5,7,0.0,0.45165,"('1', '2', '10', '12', '15')"
64,5,8,0.00412,0.0141,"('1', '2', '3', '10', '11', '12', '13', '17')"
65,5,9,0.0,0.47645,"('2', '6', '8', '10', '12', '13', '15', '16', 'T')"
